Net Metrekare,Brüt Metrekare,Oda Sayısı,Bulunduğu Kat,Eşya Durumu,Binanın Yaşı,Isıtma Tipi,Fiyat,Şehir,Binanın Kat Sayısı,Kullanım Durumu,Fiyat Durumu,Yatırıma Uygunluk,İlan Güncelleme Tarihi,Site İçerisinde,Takas,İlan Oluşturma Tarihi,Türü,Kullanım Durumu,Kategorisi,Krediye Uygunluk,Tapu Durumu,İpotek Durumu,Aidat,İlan Numarası,Banyo Sayısı
130 M2,145 M2,4+1,Düz Giriş (Zemin),Eşyalı,3,Isı Pompası,7.500.000,canakkale,4,Boş,Genel Fiyat ,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,12729482,1
105 M2,115 M2,2+1,5.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,2.800.000,canakkale,5,Boş,Genel Fiyat ,Bilinmiyor,06 Kasım 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,12702759,2
105 M2,115 M2,2+1,2.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,2.800.000,canakkale,6,Boş,Genel Fiyat ,Bilinmiyor,06 Kasım 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,12702757,2
110 M2,125 M2,3+1,2.Kat,,0 (Yeni),Merkezi Doğalgaz,3.850.000,canakkale,9,Boş,Genel Fiyat ,Yatırıma Uygun,10 Kasım 2023,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,12649128,2
120 M2,135 M2,3+1,4.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2.050.000,canakkale,4,Boş,Genel Fiyat ,Bilinmiyor,13 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,100 TL,12627204,1
150 M2,220 M2,4+2,,Eşyalı,11-15,Şömine,43.000.000arrow_downward%13,canakkale,3,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,12605733,3 
107 M2,130 M2,3+1,2.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,3.000.000,canakkale,4,Boş,Genel Fiyat ,Bilinmiyor,06 Kasım 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,12581432,2
106 M2,116 M2,2+1,2.Kat,Boş,5-10,Merkezi Doğalgaz,10.000.000,canakkale,4,Boş,Genel Fiyat ,Bilinmiyor,11 Kasım 2023,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,12581422,2
145 M2,155 M2,3+2,4.Kat,Boş,0 (Yeni),Merkezi Doğalgaz,2.600.000,canakkale,4,Boş,Genel Fiyat ,Bilinmiyor,06 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,12571446,2
85 M2,90 M2,2+1,3.Kat,Boş,21 Ve Üzeri,Isıtma Yok,850.000,canakkale,3,Boş,Genel Fiyat ,Bilinmiyor,05 Kasım 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,12539709,1
105 M2,115 M2,2+1,Yüksek Giriş,Boş,5-10,Kombi Doğalgaz,1.850.000,canakkale,3,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,05 Kasım 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,12538657,2
300 M2,350 M2,7+3,,,5-10,Şömine,12.000.000,canakkale,4,Boş,Genel Fiyat ,Yatırıma Uygun,04 Aralık 2023,Hayır,,,Konut,Boş,Satılık,KREDIYE UYGUN,Kat Mülkiyeti,,,12521432,4
139 M2,513 M2,2+0,,Boş,21 Ve Üzeri,Sobalı,875.000,canakkale,1,Boş,Genel Fiyat,Bilinmiyor,05 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,12484148,Yok 
250 M2,300 M2,2+1,,,21 Ve Üzeri,Kombi Doğalgaz,7.850.000,canakkale,2,Boş,Genel Fiyat ,,03 Kasım 2023,Hayır,,,Konut,Boş,Satılık,Bilinmiyor,,,,12475517,1
139 M2,189 M2,3+1,Yüksek Giriş,Boş,11-15,Merkezi Doğalgaz,1.690.000,canakkale,3,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,24 Kasım 2023,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,12465190,1
175 M2,250 M2,4+1,,Boş,11-15,Şömine,6.750.000,canakkale,3,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,18 Aralık 2023,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,KREDIYE UYGUN,,,,12393631,2 
120 M2,150 M2,3+1,Bahçe Katı,Boş,4,Isı Pompası,7.500.000,canakkale,3,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,12393615,2
130 M2,160 M2,3+1,,Boş,0 (Yeni),Kat Kaloriferi,6.700.000,canakkale,2,Boş,Genel Fiyat ,Yatırıma Uygun,22 Kasım 2023,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,Kat İrtifakı,Yok,200 TL,12374922,3
160 M2,200 M2,3+2,4.Kat,Boş,4,Kombi Doğalgaz,4.200.000,canakkale,4,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,10 Kasım 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,12166527,2
220 M2,250 M2,5+1,5.Kat,Boş,11-15,Kombi Doğalgaz,5.550.000,canakkale,5,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,10 Kasım 2023,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,12148110,2
100 M2,110 M2,2+1,3.Kat,Boş,4,Kombi Doğalgaz,2.500.000,canakkale,4,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,10 Kasım 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,12148096,1
100 M2,120 M2,2+1,,,0 (Yeni),Merkezi Doğalgaz,4.800.000,canakkale,2,Boş,Genel Fiyat ,,08 Ocak 2024,Hayır,,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,12115137,1
150 M2,200 M2,3+1,2.Kat,Boş,4,Klimalı,5.750.000,canakkale,2,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,27 Kasım 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,Yok,,12105729,2
350 M2,380 M2,7+1,,,21 Ve Üzeri,Isı Pompası,13.000.000,canakkale,4,Mülk Sahibi Oturuyor,Genel Fiyat,,08 Aralık 2023,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,Kat Mülkiyeti,,,12070797,3
200 M2,225 M2,4+1,2.Kat,Eşyalı,16-20,Isıtma Yok,13.000.000,canakkale,2,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,10 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,Yok,0 TL,12065921,2
120 M2,130 M2,3+1,1.Kat,Boş,21 Ve Üzeri,Doğalgaz Sobalı,2.000.000,canakkale,4,Kiracı Oturuyor,Genel Fiyat,,03 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Bilinmiyor,,,0 TL,11991118,1
120 M2,130 M2,3+1,4.Kat,Boş,21 Ve Üzeri,Sobalı,1.100.000,canakkale,4,Boş,Genel Fiyat,,10 Aralık 2023,Hayır,,,Konut,Boş,Satılık,Bilinmiyor,,,0 TL,11990582,1
150 M2,250 M2,3+1,,Boş,0 (Yeni),Kat Kaloriferi,6.900.000arrow_downward%1,canakkale,3,Boş,Genel Fiyat,Yatırıma Uygun,20 Kasım 2023,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,Kat İrtifakı,Yok,0 TL,11974775,3
90 M2,110 M2,2+1,,,5-10,Sobalı,5.850.000,canakkale,2,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,14 Kasım 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,Arsa Tapulu,,,11923160,1 
280 M2,300 M2,4+2,Villa Tipi,,5-10,Kombi Doğalgaz,4.500.000,canakkale,3,Boş,Genel Fiyat,Yatırıma Uygun,13 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,11869162,2
100 M2,105 M2,2+1,,Boş,2,Sobalı,6.500.000,canakkale,1,Boş,Birim Fiyat ,Yatırıma Uygun,12 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,Arsa Tapulu,Yok,,11860362,1
70 M2,90 M2,2+1,2.Kat,Boş,21 Ve Üzeri,Isıtma Yok,2.750.000,canakkale,3,Boş,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Hisseli Tapu,,,11857127,1 
75 M2,90 M2,2+1,2.Kat,Boş,21 Ve Üzeri,Isıtma Yok,2.350.000,canakkale,3,Boş,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Hisseli Tapu,,,11857126,1 
100 M2,115 M2,2+1,1.Kat,Boş,5-10,Kombi Doğalgaz,2.450.000,canakkale,4,Kiracı Oturuyor,Genel Fiyat ,Yatırıma Uygun,28 Aralık 2023,Evet,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,50 TL,11851082,1
210 M2,212 M2,4+2,,,21 Ve Üzeri,Sobalı,3.250.000,canakkale,1,Kiracı Oturuyor,Birim Fiyat,Yatırıma Uygun,15 Aralık 2023,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,KREDIYE UYGUN,Hisseli Tapu,,,11814445,1
170 M2,240 M2,3+1,,Boş,0 (Yeni),Sobalı,5.500.000,canakkale,2,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,05 Aralık 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,11750827,2 
137 M2,234 M2,3+1,,Boş,21 Ve Üzeri,Sobalı,4.555.000,canakkale,2,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,05 Aralık 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun Değil,,,,11750825,1 
130 M2,160 M2,3+1,Bahçe Katı,Eşyalı,5-10,Klimalı,5.250.000,canakkale,4,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,06 Aralık 2023,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Bilinmiyor,,,11664977,2 
120 M2,135 M2,3+1,2.Kat,Boş,11-15,Kombi Doğalgaz,1.600.000,canakkale,4,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,15 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,11534403,1
80 M2,200 M2,2+1,,,0 (Yeni),Isı Pompası,4.500.000,canakkale,2,Boş,Genel Fiyat,Yatırıma Uygun,13 Aralık 2023,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,Kat İrtifakı,,,11424487,2
150 M2,210 M2,3+2,,Boş,5-10,Isı Pompası,10.900.000arrow_downward%5,canakkale,3,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,11300061,3 
150 M2,1.500 M2,2+1,,Boş,21 Ve Üzeri,Isıtma Yok,1.750.000,canakkale,1,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,07 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,11156738,Yok 
60 M2,65 M2,3+1,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,5.200.000,canakkale,3,Boş,Genel Fiyat ,Yatırıma Uygun,28 Ekim 2023,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,Yok,,10527359,1
200 M2,210 M2,5+1,3.Kat,Boş,5-10,Kombi Doğalgaz,4.500.000,canakkale,3,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,18 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Var,35 TL,10366586,2
416 M2,418 M2,2+1,Villa Tipi,Boş,0 (Yeni),Klimalı,450.000,canakkale,2,Boş,Genel Fiyat,Bilinmiyor,13 Aralık 2023,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,7778071,1 
200 M2,240 M2,3+2,5.Kat,Boş,11-15,Kombi Doğalgaz,5.500.000,canakkale,6,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,10 Kasım 2023,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,0 TL,7566129,2
120 M2,140 M2,4+1,,Boş,0 (Yeni),Kombi Doğalgaz,3.800.000,cankiri,1,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,16 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,Bilinmiyor,,,14546695,2
123 M2,140 M2,3+1,1.Kat,Boş,5-10,Merkezi Doğalgaz,2.375.000,cankiri,5,Mülk Sahibi Oturuyor,Birim Fiyat,Bilinmiyor,05 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,Kat Mülkiyeti,Yok,200 TL,14497525,1
100 M2,105 M2,1 Oda,3.Kat,,0 (Yeni),Kombi Doğalgaz,1.780.000,cankiri,5,Boş,Birim Fiyat ,,08 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,0 TL,14492550,1
46 M2,50 M2,1+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.400.000,cankiri,5,Boş,Genel Fiyat ,Yatırıma Uygun,18 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,100 TL,14444476,1
130 M2,135 M2,3+1,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.900.000,cankiri,5,Boş,Genel Fiyat ,Bilinmiyor,09 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14217024,1
125 M2,140 M2,3+1,2.Kat,Boş,16-20,Kombi Doğalgaz,2.800.000,cankiri,6,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,200 TL,14190576,2
50 M2,57 M2,1+1,Düz Giriş (Zemin),Boş,0 (Yeni),Kombi Doğalgaz,1.400.000,cankiri,5,Boş,Genel Fiyat,Bilinmiyor,18 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14144140,1 
125 M2,135 M2,3+1,Yüksek Giriş,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.550.000,cankiri,4,Kiracı Oturuyor,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,100 TL,14022508,1
100 M2,120 M2,3+1,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.800.000,cankiri,5,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,0 TL,13691408,1
125 M2,140 M2,2+1,Bahçe Dublex,Eşyalı,21 Ve Üzeri,Sobalı,4.200.000,cankiri,2,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,0 TL,13686723,1
125 M2,130 M2,2+1,Bahçe Dublex,Boş,21 Ve Üzeri,Sobalı,1.600.000,cankiri,2,Kiracı Oturuyor,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun Değil,Kat Mülkiyeti,Yok,0 TL,13686676,1
110 M2,125 M2,2+1,6.Kat,Boş,16-20,Kombi Doğalgaz,1.590.000,cankiri,6,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,120 TL,13517957,1
924 M2,925 M2,3+1,,,21 Ve Üzeri,Sobalı,375.000,cankiri,2,Boş,Genel Fiyat ,Yatırıma Uygun,04 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,Kat Mülkiyeti,Yok,0 TL,13364445,1
253 M2,254 M2,3+1,,Boş,11-15,Kombi Doğalgaz,1.250.000,cankiri,2,Boş,Genel Fiyat,Yatırıma Uygun,04 Aralık 2023,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,Kat Mülkiyeti,Yok,0 TL,13169901,2
125 M2,135 M2,3+1,2.Kat,,3,Kombi Doğalgaz,3.350.000,cankiri,5,Boş,Genel Fiyat,Yatırıma Uygun Değil,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,80 TL,12491247,2
125 M2,137 M2,3+1,Yüksek Giriş,Boş,3,Kombi Doğalgaz,3.100.000,cankiri,5,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,100 TL,12475909,2
80 M2,100 M2,2+1,Kot 1 (-1).Kat,Eşyalı,5-10,Merkezi (Pay Ölçer),1.250.000,cankiri,5,Boş,Genel Fiyat,Bilinmiyor,03 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,12219487,1
135 M2,140 M2,3+1,2.Kat,,16-20,Kombi Doğalgaz,1.770.000,corum,5,Boş,Genel Fiyat ,Bilinmiyor,23 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Bilinmiyor,,,14592496,1
115 M2,118 M2,3+1,2.Kat,Boş,4,Merkezi Doğalgaz,2.700.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,10000 TL,14591836,1
110 M2,130 M2,3+1,Yüksek Giriş,,16-20,Kombi Doğalgaz,1.710.000,corum,5,Boş,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14586821,1 
140 M2,150 M2,3+1,2.Kat,,11-15,Kombi Doğalgaz,1.950.000,corum,5,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14586820,2 
60 M2,65 M2,1+1,Yüksek Giriş,Eşyalı,5-10,Kombi Doğalgaz,675.000,corum,4,Kiracı Oturuyor,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,100 TL,14586514,1 
240 M2,295 M2,4+2,5.Kat,,11-15,Kombi Doğalgaz,3.000.000,corum,5,Boş,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,50 TL,14586512,2 
90 M2,100 M2,3+1,2.Kat,,0 (Yeni),Kombi Doğalgaz,1.750.000,corum,3,Boş,Genel Fiyat ,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14586434,1
130 M2,135 M2,3+1,1.Kat,,11-15,Kombi Doğalgaz,1.750.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,21 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Bilinmiyor,,1 TL,14585457,1 
130 M2,140 M2,3+1,6.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,2.300.000,corum,8,Boş,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14581424,1
155 M2,165 M2,3+1,4.Kat,Boş,21 Ve Üzeri,Merkezi Doğalgaz,2.150.000,corum,8,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14581297,1
125 M2,130 M2,3+1,4.Kat,,0 (Yeni),Kombi Doğalgaz,3.750.000,corum,4,Boş,Genel Fiyat,Bilinmiyor,20 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Bilinmiyor,Bilinmiyor,,50 TL,14578008,1 
225 M2,250 M2,5+1,,Boş,0 (Yeni),Kombi Doğalgaz,8.500.000,corum,3,Boş,Genel Fiyat ,Bilinmiyor,20 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,Müstakil Tapulu,,,14577951,2
145 M2,150 M2,3+1,2.Kat,,5-10,Kombi Doğalgaz,2.415.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,19 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,1 TL,14577204,2 
900 M2,950 M2,5+1,,,11-15,Kombi Doğalgaz,12.500.000,corum,2,Mülk Sahibi Oturuyor,Genel Fiyat ,,19 Ocak 2024,Evet,,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,14575334,1
120 M2,130 M2,3+1,3.Kat,,5-10,Kombi Doğalgaz,2.600.000,corum,6,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,19 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,,14575280,1
110 M2,120 M2,3+1,Düz Giriş (Zemin),Boş,16-20,Kombi Doğalgaz,600.000,corum,6,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14580357,1
135 M2,145 M2,3+1,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.250.000,corum,4,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14580067,1
140 M2,150 M2,3+1,1.Kat,Boş,1,Kombi Doğalgaz,2.650.000,corum,5,Boş,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14579907,1
135 M2,145 M2,3+1,3.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,1.725.000,corum,3,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14579617,1
125 M2,135 M2,3+1,Bodrum Kat,,11-15,Kombi Doğalgaz,900.000,corum,4,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,20 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,50 TL,14578010,1 
330 M2,350 M2,5+1,,,5-10,Kombi Doğalgaz,3.300.000,corum,2,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,20 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,Bilinmiyor,,,14578007,2
140 M2,155 M2,3+1,3.Kat,,5-10,Kombi Doğalgaz,2.940.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,20 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,50 TL,14578003,1 
135 M2,145 M2,3+1,Bahçe Katı,,16-20,Kombi Doğalgaz,960.000,corum,3,Boş,Genel Fiyat ,Bilinmiyor,20 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,50 TL,14577998,1
100 M2,110 M2,2+1,6.Kat,,11-15,Kombi Doğalgaz,1.200.000,corum,6,Boş,Genel Fiyat ,Bilinmiyor,20 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,100 TL,14577997,1
125 M2,135 M2,3+1,1.Kat,Boş,11-15,Kombi Doğalgaz,600.000,corum,4,Boş,Genel Fiyat,Yatırıma Uygun,21 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,Kat Mülkiyeti,Yok,,14573505,1
105 M2,115 M2,2+1,2.Kat,Boş,11-15,Kombi Doğalgaz,1.200.000,corum,6,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,19 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14572961,1
130 M2,140 M2,3+1,4.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,880.000,corum,4,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14569830,1
190 M2,200 M2,8+1,,,5-10,Kombi Doğalgaz,6.250.000,corum,2,Mülk Sahibi Oturuyor,Genel Fiyat,,18 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,Kat Mülkiyeti,,,14568328,4
130 M2,135 M2,3+1,2.Kat,,21 Ve Üzeri,Kombi Doğalgaz,1.550.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,18 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14568219,1
40 M2,45 M2,Stüdyo,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,925.000,corum,5,Boş,Genel Fiyat ,Bilinmiyor,17 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14560143,1
140 M2,145 M2,3+1,4.Kat,,21 Ve Üzeri,Merkezi Doğalgaz,1.750.000,corum,5,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,16 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14558114,1
